,lat,lon,fs_parks
479,43.64920407,-79.49336334,16
480,43.6503935,-79.3860211,50
481,43.6399714,-79.399404,50
482,43.6882706,-79.43937767,18
483,43.6614605,-79.3789457,50
484,43.69413548,-79.30058719,20
485,43.7254665,-79.4011545,14
486,43.7083577,-79.398862,29
487,43.6384009,-79.4197107,40
488,43.7027268,-79.3336809,11
489,43.70567,-79.310554,8
490,43.635,-79.40888889,47
491,43.65678478,-79.35627385,38
492,43.732016,-79.403637,14
493,43.67515256,-79.38849616,50
494,43.67468857,-79.36701962,37
495,43.72736549,-79.38142546,7
496,43.6846177,-79.3924592,42
497,43.77345,-79.5002,3
498,43.686442,-79.313404,31
499,43.664028,-79.4029787,50
500,43.65049,-79.3873,50
501,43.6413479,-79.4013882,50
502,43.64215,-79.377,50
503,43.6392777,-79.4115736,50
504,43.645102,-79.3974498,50
505,43.6602021,-79.4342726,32
506,43.644887,-79.4564117,37
507,43.680012,-79.3440325,28
508,43.637381,-79.406112,50
509,43.63811,-79.397877,50
510,43.64957,-79.432446,40
511,43.6700692,-79.2971326,24
512,43.6559476,-79.3755883,50
513,43.6677628,-79.3081171,28
514,43.6750806,-79.3068697,36
515,43.6754247,-79.4547813,24
516,43.6409957,-79.4096663,50
517,43.6593483,-79.3499366,39
518,43.67168,-79.421192,37
519,43.652634,-79.374222,50
520,43.6519501,-79.4060978,50
521,43.6613642,-79.3641171,50
522,43.6808774,-79.3304491,28
523,43.6623658,-79.3413344,39
524,43.6791345,-79.3263159,28
525,43.6478206,-79.3704721,50
526,43.635495,-79.4035221,43
527,43.6868681,-79.3110942,33
528,43.678177,-79.435364,25
529,43.6962302,-79.3950434,27
530,43.667076,-79.425116,39
531,43.68005,-79.43469,23
532,43.675648,-79.4527619,22
533,43.6677246,-79.4041365,50
534,43.648437,-79.39838,50
535,43.6673,-79.374,48
536,43.6517925,-79.3826951,50
537,43.6372958,-79.4423237,25
538,43.6554793,-79.4302462,35
539,43.686352,-79.415894,27
540,43.6442457,-79.4161044,48
541,43.7741,-79.5005,3
542,43.683979,-79.410657,30
543,43.6472019,-79.3953394,50
544,43.6513927,-79.3579466,37
545,43.6647688,-79.3772602,50
546,43.6506,-79.381285,50
547,43.6408346,-79.3429074,6
548,43.6585504,-79.4497659,37
549,43.6484201,-79.4005192,50
550,43.693187,-79.314283,24
551,43.6425791,-79.4001173,50
552,43.6469251,-79.3733192,50
553,43.644395,-79.4006543,50
554,43.6463574,-79.391206,50
555,43.6682342,-79.3702641,50
556,43.6791876,-79.390719,50
557,43.674446,-79.398331,50
558,43.6501644,-79.4829691,21
559,43.636804,-79.408832,50
560,43.6658804,-79.3876101,50
561,43.68035,-79.28357,10
562,43.6535052,-79.3667689,50
563,43.70241858,-79.25631671,14
564,43.68824136,-79.27046628,7
565,43.691688,-79.265027,9
566,43.69749005,-79.25655146,12
567,43.69401298,-79.26257205,10
568,43.6929478,-79.2833998,10
569,43.6950192,-79.2718066,9
570,43.6926325,-79.4627536,7
571,43.7105975,-79.2541175,10
572,43.69415,-79.4578258,6
573,43.70163,-79.44099,20
574,43.688028,-79.460265,9
575,43.68323,-79.455765,14
576,43.69466,-79.45377,6
577,43.6784834,-79.3513564,31
578,43.6501687,-79.4963345,13
579,43.6492,-79.50602,12
580,43.6897656,-79.2939525,24
581,43.6357643,-79.4674917,22
582,43.6236917,-79.4838132,19
583,43.648657,-79.458111,32
584,43.671293,-79.380471,50
585,43.69932707,-79.44936304,12
586,43.6356059,-79.4934616,14
587,43.7611741,-79.5114452,6
588,43.7603624,-79.5162777,5
589,43.62313,-79.4918,21
590,43.772445,-79.511912,3
591,43.653359,-79.365023,50
592,43.70643614,-79.25104443,12
593,43.655972,-79.370638,50
594,43.641952,-79.380723,50
595,43.646552,-79.399586,50
596,43.6591529,-79.3947953,50
597,43.659055,-79.440764,34
598,43.669576,-79.375961,50
599,43.706466,-79.29511,11
600,43.64631447,-79.44879407,32
601,43.65222662,-79.32295441,12
602,43.66526762,-79.47502123,16
603,43.66554144,-79.41010318,47
604,43.77649016,-79.50853649,3
605,43.655431,-79.380653,50
606,43.653518,-79.38591064,50
607,43.59119994,-79.54449133,14
608,43.6544839,-79.341057,28
609,43.65082786,-79.396981,50
610,43.67384356,-79.46092619,23
611,43.64750835,-79.38604437,50
612,43.71513211,-79.33413623,9
613,43.71649676,-79.3308944,8
614,43.715538,-79.32811428,9
615,43.70400405,-79.34807015,12
616,43.71963254,-79.33199951,9
617,43.7065616,-79.36781965,13
618,43.70518328,-79.3422473,12
619,43.70088226,-79.38736017,28
620,43.68688938,-79.40099513,41
621,43.63796,-79.387502,50
622,43.65484216,-79.40351232,50
623,43.6637,-79.400053,50
624,43.662857,-79.44618,33
625,43.788319,-79.123505,3
626,43.64302506,-79.39430138,50
627,43.7482972,-79.4757057,8
628,43.63737146,-79.38976959,49
629,43.73673829,-79.48227196,10
630,43.753107,-79.479626,7
631,43.7494501,-79.4869662,8
632,43.63769549,-79.42023184,40
633,43.64392767,-79.36873017,44
634,43.650033,-79.396555,50
635,43.63912451,-79.41423167,50
636,43.640978,-79.376785,50
637,43.658148,-79.398167,50
638,43.663162,-79.309765,22
639,43.67883,-79.408723,44
640,43.640132,-79.380464,50
641,43.6451635,-79.3831757,50
642,43.64817,-79.510392,12
643,43.661324,-79.449534,35
644,43.66496416,-79.38355032,50
645,43.640741,-79.3798521,50
646,43.663102,-79.373181,50
647,43.6322445,-79.4108105,39
648,43.655103,-79.389295,50
649,43.65638889,-79.40916667,48
650,43.637894,-79.454823,22
651,43.6525077,-79.4654233,28
652,43.6535269,-79.4650569,27
653,43.652686,-79.358395,42
654,43.66685078,-79.38114575,50
655,43.661152,-79.358505,44
656,43.659296,-79.358035,44
657,43.667158,-79.402761,50
658,43.69362207,-79.2771053,11
659,43.72704086,-79.24391402,6
660,43.64570237,-79.41933192,39
661,43.63735796,-79.43617976,28
662,43.73596719,-79.21995221,9
663,43.7154661,-79.2876595,8
664,43.6429044,-79.43746059,31
665,43.70688,-79.26851,13
666,43.69735608,-79.28528711,11
667,43.7096086,-79.39915125,29
668,43.71176279,-79.27028153,9
669,43.671771,-79.324961,37
670,43.71104424,-79.29127314,10
671,43.7032112,-79.2787149,10
672,43.7128578,-79.2487086,10
673,43.73232779,-79.2249662,7
674,43.6698217,-79.39444615,50
675,43.645653,-79.464366,29
676,43.649217,-79.465319,29
677,43.7269017,-79.22920397,6
678,43.67794376,-79.39836279,50
679,43.634565,-79.409161,45
680,43.64309688,-79.42875614,43
681,43.65535078,-79.38345967,50
682,43.64125616,-79.41502994,49
683,43.6476,-79.4015,50
684,43.69627507,-79.39629396,27
685,43.7043096,-79.3972815,24
686,43.6971116,-79.40537298,24
687,43.68370788,-79.32262454,26
688,43.7063279,-79.3962499,28
689,43.64600446,-79.39877642,50
690,43.64299174,-79.42355912,41
691,43.6572755,-79.32661544,28
692,43.68698673,-79.33478198,21
