,id,name,lat,lon,bikes
174,3e05658e4bcad33e9d606744235dadcc,Queen St E / Alton Av,43.663912,-79.327987,7
175,ab92855299769ca50b1354e489b31a31,Simcoe St / Wellington St W North,43.6462176,-79.3855048,3
176,20671fface2f37dd6d2d4263534c29e5,Coxwell Ave / Plains Rd,43.69595,-79.328535,8
177,67862da2d3680a6eaa417b8ce2d945d4,Carlaw Ave / Strathcona Ave,43.6753188,-79.3462789,15
178,fbf3bb78beefa587d54c8b24e2533469,Logan Ave / Bain Ave,43.6720273,-79.3470557,0
179,f42363acf4af847ca6fcdbe9b48c8290,Liberty St / Fraser Ave Green P,43.637981,-79.424146,2
180,3c85f738ad60e03252f1d62fec2f34d6,King St W / Douro St,43.640885,-79.416379,1
181,c7948cf5155f3ddaefa9a8279f203b5a,Queen St E / Berkeley St,43.6552778,-79.36583333333333,1
182,908d3c912d6d67c7a5e2bb94d1ae7df3,Howard St / Sherbourne St,43.6712581,-79.376367,11
183,13e6abf323682b291aadb3371ce32cc7,Carlton St / Parliament St,43.664524,-79.36793,22
184,e46a04a7825e44fa858bc0cb00a4458a,Sumach St / Carlton St (Riverdale Farm),43.665867,-79.362506,8
185,5db77b72334a7b8823a28662a03f8e38,King St W / Bay St (East Side),43.648575,-79.380042,13
186,c955acbcda8513471837f2aa55a98fb1,Front St W / Blue Jays Way,43.643473,-79.390477,3
187,6d07f3c1d79ff6816c5c04a7def6e6eb,Metro Hall Plaza,43.645859,-79.38783,5
188,832ed21684e41502666f993fae2eeb87,Parliament St / Gerrard St E,43.662132,-79.3656796,8
189,019e5937c3fc120cee906770bca8fa69,Navy Wharf Crt / Bremner Blvd,43.640722,-79.391051,3
190,3754aff9599513c7ba4e4649ea3818dd,Jarvis St / Carlton St,43.66207,-79.37617,4
191,e0ae749c309ee887012688bbd69c8b10,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,10
192,ee45e3b6a9f07f4581d82c06d9bd5f51,Hubbard Blvd. / Glen Manor Dr.,43.668633,-79.291162,1
193,af0a7227a67fe55fb0c12597326e6b3b,Yonge St / Dundonald St - SMART,43.665801,-79.384796,7
194,4f8770c2a0ee3962babd83913df2e99c,Bay St / Charles St W - SMART,43.668153,-79.38891,14
195,d70594ad9c923bbbae6602d2dff4d154,Church St / Dundas St E - SMART,43.657024,-79.377257,2
196,9a5a9a00b6f0cb77047f37e70887d891,Yonge St / Alexander St - SMART,43.662862,-79.383572,7
197,f0af815a9e6c12bd0382843e03fd322f,Eglinton Ave W / Henning Ave SMART,43.7063473,-79.40161,19
198,b3786025b3e4a46d9a21d6b82087cd12,Balliol St / Yonge St  SMART,43.6978701,-79.39419,32
199,44bdbe8a2ac75fbe4cc0edf41fe1d4fa,Frobisher Ave / Lascelles Blvd,43.696708,-79.40045,18
200,ba979c39b60f1144fc9dd91faaeeea64,Front St E / Scott St,43.6476616,-79.37549,1
201,eb9f4cf130feebf9af0dc0225411eb98,Frederick St / The Esplanade,43.6487245,-79.36839,2
202,52d497af695140c759b28d7bf63e94f4,King St W / Bay St (West Side),43.64852,-79.380576,28
203,ee2e9277d3e8a86acbfdda0e395d1378,Elizabeth St / Edward St (Bus Terminal),43.656026,-79.385327,12
204,90d36d6e81fff926a434e196e0a43d53,King St W / Spadina Ave,43.645323,-79.395003,12
205,14d5d7e0f5a8e23c9b50f62ea39f725c,Glen Edyth Dr / Davenport Rd,43.677778,-79.405556,14
206,3bfbe7d9edced07da6dd283495fb8170,Queens Quay / Yonge St,43.641646,-79.375308,10
207,58c0d439a59414e5e23bf5021e264d79,Front St W / Bay St (North Side),43.646162,-79.378912,1
